scientific_name,category,gbif_scientific_name,gbif_class,rank,match_type,confidence,status,usage_key,trusted,issues,error
iduna aedon,bird,"Iduna aedon (Pallas, 1776)",Aves,SPECIES,EXACT,99,ACCEPTED,6101024,true,,
jynx torquilla,bird,"Jynx torquilla Linnaeus, 1758",Aves,SPECIES,EXACT,99,ACCEPTED,8012314,true,,
kobus ellipsiprymnus,mammal,"Kobus ellipsiprymnus (Ogilby, 1833)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5220160,true,,
lagidium viscacia,mammal,"Lagidium viscacia (Molina, 1782)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2439834,true,,
lamprotornis chalybaeus,bird,"Lamprotornis chalybaeus Hemprich & Ehrenberg, 1828",Aves,SPECIES,EXACT,99,ACCEPTED,2489071,true,,
lamprotornis hildebrandti,bird,"Lamprotornis hildebrandti (Cabanis, 1878)",Aves,SPECIES,EXACT,99,ACCEPTED,2489078,true,,
lamprotornis superbus,bird,"Lamprotornis superbus Rüppell, 1845",Aves,SPECIES,EXACT,99,ACCEPTED,2489075,true,,
lanarius funebris,,"Laniarius funebris (Hartlaub, 1863)",Aves,SPECIES,FUZZY,85,ACCEPTED,2484861,false,,
lanius collaris,bird,"Lanius collaris Linnaeus, 1766",Aves,SPECIES,EXACT,99,ACCEPTED,2492863,true,,
lariscus insignis,mammal,"Lariscus insignis (F.Cuvier, 1821)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2437524,true,,
leiothrix argentauris,bird,"Leiothrix argentauris (Hodgson, 1837)",Aves,SPECIES,EXACT,99,ACCEPTED,5231397,true,,
lemur,,"? lemur Cope, 1879",Mammalia,UNRANKED,EXACT,96,DOUBTFUL,9568850,false,,
leopardus pardalis,mammal,"Leopardus pardalis (Linnaeus, 1758)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2434982,true,,
leopardus sp,,,,,NONE,100,,,false,,
leopardus tigrinus,mammal,"Leopardus tigrinus (Schreber, 1775)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2434930,true,,
leopardus weidii,,"Leopardus wiedii (Schinz, 1821)",Mammalia,SPECIES,FUZZY,95,ACCEPTED,2434950,false,,
leopardus wiedii,mammal,"Leopardus wiedii (Schinz, 1821)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2434950,true,,
leptailurus serval,mammal,"Leptailurus serval (Schreber, 1776)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2435172,true,,
leptotila plumbeiceps,bird,"Leptotila plumbeiceps P.L.Sclater & Salvin, 1868",Aves,SPECIES,EXACT,99,ACCEPTED,2496075,true,,
leptotila rufaxilla,bird,"Leptotila rufaxilla (Richard & Bernard, 1792)",Aves,SPECIES,EXACT,99,ACCEPTED,2496081,true,,
leptotila sp,,,,,NONE,100,,,false,,
leptotila verreauxi,bird,"Leptotila verreauxi Bonaparte, 1855",Aves,SPECIES,EXACT,99,ACCEPTED,2496060,true,,
lepus saxatilis,mammal,"Lepus saxatilis F.Cuvier, 1823",Mammalia,SPECIES,EXACT,99,ACCEPTED,2436775,true,,
lissotis hartlaubii,bird,"Lissotis hartlaubii (Heuglin, 1863)",Aves,SPECIES,EXACT,99,ACCEPTED,2474848,true,,
lissotis melanogaster,bird,"Lissotis melanogaster (Ruppell, 1835)",Aves,SPECIES,EXACT,99,ACCEPTED,2474850,true,,
litocranius walleri,mammal,"Litocranius walleri (Brooke, 1879)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2441093,true,,
lontra longicaudis,mammal,"Lontra longicaudis (Olfers, 1818)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2433738,true,,
lophotibis cristata,bird,"Lophotibis cristata (Boddaert, 1783)",Aves,SPECIES,EXACT,99,ACCEPTED,2480814,true,,
lophotibis cristataa,,"Lophotibis cristata (Boddaert, 1783)",Aves,SPECIES,FUZZY,95,ACCEPTED,2480814,false,,
lophotis gindiana,bird,"Lophotis gindiana (Oustalet, 1881)",Aves,SPECIES,EXACT,99,ACCEPTED,2474880,true,,
lophura diardi,bird,"Lophura diardi (Bonaparte, 1856)",Aves,SPECIES,EXACT,99,ACCEPTED,5227987,true,,
lophura erythrophthalma,bird,"Lophura erythrophthalma (Raffles, 1822)",Aves,SPECIES,EXACT,99,ACCEPTED,5228002,true,,
lophura ignita,bird,"Lophura ignita (Shaw, 1798)",Aves,SPECIES,EXACT,99,ACCEPTED,5227961,true,,
lophura inornata,bird,"Lophura inornata (Salvadori, 1879)",Aves,SPECIES,EXACT,99,ACCEPTED,5227988,true,,
lophura nycthemera,bird,"Lophura nycthemera (Linnaeus, 1758)",Aves,SPECIES,EXACT,99,ACCEPTED,5227966,true,,
lophura sp,,,,,NONE,100,,,false,,
loxodonta africana,mammal,"Loxodonta africana (Blumenbach, 1797)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2435350,true,,
luscinia cyane,bird,"Luscinia cyane (Pallas, 1776)",Aves,SPECIES,EXACT,99,ACCEPTED,2492543,true,,
lutreolina crassicaudata,mammal,"Lutreolina crassicaudata (Desmarest, 1804)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2439988,true,,
lycalopex culpaeus,mammal,"Lycalopex culpaeus (Molina, 1782)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2434340,true,,
lycaon pictus,mammal,"Lycaon pictus (Temminck, 1820)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5219317,true,,
macaca arctoides,mammal,"Macaca arctoides (I.Geoffroy Saint-Hilaire, 1831)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2436605,true,,
macaca assamensis,mammal,"Macaca assamensis (McClelland, 1840)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2436610,true,,
macaca fascicularis,mammal,"Macaca fascicularis (Raffles, 1821)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2436603,true,,
macaca mulatta,mammal,"Macaca mulatta (Zimmermann, 1780)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2436604,true,,
macaca nemestrina,mammal,"Macaca nemestrina (Linnaeus, 1766)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2436611,true,,
madoqua guentheri,mammal,"Madoqua guentheri Thomas, 1894",Mammalia,SPECIES,EXACT,99,ACCEPTED,2441003,true,,
malacomys longipes,mammal,"Malacomys longipes Milne-Edwards, 1877",Mammalia,SPECIES,EXACT,99,ACCEPTED,2439147,true,,
mamotus mamota,,"Momotus momota (Linnaeus, 1766)",Aves,SPECIES,FUZZY,80,ACCEPTED,2475290,false,,
manis javanica,mammal,"Manis javanica Desmarest, 1822",Mammalia,SPECIES,EXACT,99,ACCEPTED,5219628,true,,
martes flavigula,mammal,"Martes flavigula (Boddaert, 1785)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5218844,true,,
mazama  temama,mammal,"Mazama temama (Kerr, 1792)",Mammalia,SPECIES,EXACT,99,ACCEPTED,7261373,true,,
mazama americana,mammal,"Mazama americana (Erxleben, 1777)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5220123,true,,
mazama chunyi,mammal,"Mazama chunyi Hershkovitz, 1959",Mammalia,SPECIES,EXACT,99,ACCEPTED,5220125,true,,
mazama gouazaoubira,,Mazama gouazoubira G.Fischer,Mammalia,SPECIES,FUZZY,94,ACCEPTED,7261375,false,,
mazama gouazoubira,mammal,Mazama gouazoubira G.Fischer,Mammalia,SPECIES,EXACT,99,ACCEPTED,7261375,true,,
mazama gouazoupira,mammal,"Mazama gouazoupira (G.Fischer, 1814)",Mammalia,SPECIES,EXACT,98,SYNONYM,5220120,true,,
mazama pandora,mammal,"Mazama pandora Merriam, 1901",Mammalia,SPECIES,EXACT,99,ACCEPTED,5706277,true,,
mazama sp,,,,,NONE,100,,,false,,
mazama temama,mammal,"Mazama temama (Kerr, 1792)",Mammalia,SPECIES,EXACT,99,ACCEPTED,7261373,true,,
melaenornis ardesiacus,bird,"Melaenornis ardesiacus Berlioz, 1936",Aves,SPECIES,EXACT,99,ACCEPTED,2492657,true,,
melaenornis pammelaina,bird,"Melaenornis pammelaina (Stanley, 1814)",Aves,SPECIES,EXACT,99,ACCEPTED,2492656,true,,
meleagris ocellata,bird,"Meleagris ocellata Cuvier, 1820",Aves,SPECIES,EXACT,99,ACCEPTED,5227755,true,,
meleagris ocellote,,"Meleagris ocellata Cuvier, 1820",Aves,SPECIES,FUZZY,95,ACCEPTED,5227755,false,,
melierax poliopterus,bird,"Melierax poliopterus Cabanis, 1868",Aves,SPECIES,EXACT,99,ACCEPTED,2480731,true,,
mellivora capensis,mammal,"Mellivora capensis (Schreber, 1776)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2433695,true,,
melocichla mentalis,bird,"Melocichla mentalis (Fraser, 1843)",Aves,SPECIES,EXACT,99,ACCEPTED,2493533,true,,
melogale everetti,mammal,"Melogale everetti (Thomas, 1895)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2433635,true,,
melogale personata,mammal,"Melogale personata I.Geoffroy Saint-Hilaire, 1831",Mammalia,SPECIES,EXACT,99,ACCEPTED,2433644,true,,
mesembrinibis cayennensis,bird,"Mesembrinibis cayennensis (Gmelin, 1789)",Aves,SPECIES,EXACT,99,ACCEPTED,2480808,true,,
mesembrinis cayannensis,,,,,NONE,100,,,false,,
mesopicos griseocephalus,bird,"Mesopicos griseocephalus (Boddaert, 1783)",Aves,SPECIES,EXACT,98,SYNONYM,5789366,true,,
metachirus nudicaudatus,mammal,"Metachirus nudicaudatus (É.Geoffroy Saint-Hilaire, 1803)",Mammalia,SPECIES,EXACT,98,ACCEPTED,9686324,true,,
metachirus nudicudatus,,"Metachirus nudicaudatus (É.Geoffroy Saint-Hilaire, 1803)",Mammalia,SPECIES,FUZZY,94,ACCEPTED,9686324,false,,
micrastur sp,,,,,NONE,100,,,false,,
microcebus murinus,mammal,"Microcebus murinus (J.F.Miller, 1777)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2436447,true,,
microgale sp,,,,,NONE,100,,,false,,
microsciurus flaviventer,mammal,"Microsciurus flaviventer (Gray, 1867)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2437361,true,,
microsciurus mimulus,mammal,"Microsciurus mimulus (Thomas, 1898)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2437360,true,,
millipede,,,,,NONE,100,,,false,,
mirafra sp,,,,,NONE,100,,,false,,
misfire,,,,,NONE,100,,,false,,
mitu salvini,bird,"Mitu salvini Reinhardt, 1879",Aves,SPECIES,EXACT,99,ACCEPTED,2482276,true,,
mitu tomentosa,,"Mitu tomentosum (Spix, 1825)",Aves,SPECIES,FUZZY,96,ACCEPTED,2482282,false,,
mitu tuberosum,bird,"Mitu tuberosum (Spix, 1825)",Aves,SPECIES,EXACT,99,ACCEPTED,2482278,true,,
molothrus oryzivorus,bird,"Molothrus oryzivorus (Gmelin, 1788)",Aves,SPECIES,EXACT,99,ACCEPTED,2484386,true,,
momotus momota,bird,"Momotus momota (Linnaeus, 1766)",Aves,SPECIES,EXACT,99,ACCEPTED,2475290,true,,
monasa morphoeus,bird,"Monasa morphoeus (Hahn & Küster, 1823)",Aves,SPECIES,EXACT,99,ACCEPTED,2475179,true,,
morphnus guianensis,bird,"Morphnus guianensis (Daudin, 1800)",Aves,SPECIES,EXACT,99,ACCEPTED,2480576,true,,
motacilla flava,bird,"Motacilla flava Linnaeus, 1758",Aves,SPECIES,EXACT,99,ACCEPTED,9701857,true,,
motacilla flaviventris,bird,"Motacilla flaviventris Hartlaub, 1860",Aves,SPECIES,EXACT,99,ACCEPTED,2490309,true,,
motorcycle,,,,,NONE,100,,,false,,
mungos mungo,mammal,"Mungos mungo (Gmelin, 1788)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5219080,true,,
muntiacus muntjak,mammal,"Muntiacus muntjak (Zimmermann, 1780)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2440943,true,,
muntiacus rooseveltorum,mammal,"Muntiacus rooseveltorum Osgood, 1932",Mammalia,SPECIES,EXACT,99,ACCEPTED,4262419,true,,
muntiacus sp,,,,,NONE,100,,,false,,
muntiacus vuquangensis,mammal,"Muntiacus vuquangensis (Tuoc, Dung, Dawson, Arctander & Mackinnon, 1994)",Mammalia,SPECIES,EXACT,99,ACCEPTED,4262425,true,,
mus minutoides,mammal,"Mus minutoides A.Smith, 1834",Mammalia,SPECIES,EXACT,99,ACCEPTED,2438796,true,,
muscicapidae,,,,,NONE,100,,,false,,
musophaga rossae,bird,"Musophaga rossae Gould, 1852",Aves,SPECIES,EXACT,99,ACCEPTED,2475214,true,,
mustela frenata,mammal,"Mustela frenata Lichtenstein, 1831",Mammalia,SPECIES,EXACT,99,ACCEPTED,5218919,true,,
mustela kathiah,mammal,"Mustela kathiah Hodgson, 1835",Mammalia,SPECIES,EXACT,98,ACCEPTED,5218969,true,,
mustela lutreolina,mammal,"Mustela lutreolina Robinson & Thomas, 1917",Mammalia,SPECIES,EXACT,98,ACCEPTED,5219070,true,,
mustela strigidorsa,mammal,"Mustela strigidorsa Gray, 1853",Mammalia,SPECIES,EXACT,98,ACCEPTED,5219018,true,,
mydaus javanensis,mammal,"Mydaus javanensis (Desmarest, 1820)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2434845,true,,
myiophoneus caeruleus,,"Myiophonus caeruleus (Scopoli, 1786)",Aves,SPECIES,FUZZY,84,SYNONYM,2490796,false,,
myiophoneus glaucinus,,"Myiophonus glaucinus (Temminck, 1823)",Aves,SPECIES,FUZZY,84,SYNONYM,2490794,false,,
myiophoneus melanurus,,"Myiophonus melanurus (Salvadori, 1879)",Aves,SPECIES,FUZZY,84,SYNONYM,2490795,false,,
myophonus caeruleus,bird,"Myophonus caeruleus (Scopoli, 1786)",Aves,SPECIES,EXACT,99,ACCEPTED,7341196,true,,
myophonus caerulus,,"Myophonus caeruleus (Scopoli, 1786)",Aves,SPECIES,FUZZY,95,ACCEPTED,7341196,false,,
myoprocta pratii,,"Myoprocta Thomas, 1903",Mammalia,GENUS,HIGHERRANK,95,ACCEPTED,2437588,false,,
myoprocta pratti,mammal,"Myoprocta pratti Pocock, 1913",Mammalia,SPECIES,EXACT,99,ACCEPTED,4264701,true,,
myrmecophaga tridactyla,mammal,"Myrmecophaga tridactyla Linnaeus, 1758",Mammalia,SPECIES,EXACT,99,ACCEPTED,2436346,true,,
mystacornis crossleyi,bird,"Mystacornis crossleyi (A.Grandidier, 1870)",Aves,SPECIES,EXACT,99,ACCEPTED,2493384,true,,
nandinia binotata,mammal,"Nandinia binotata (Gray, 1830)",Mammalia,SPECIES,EXACT,98,ACCEPTED,2433489,true,,
nanger granti,mammal,"Nanger granti (Brooke, 1872)",Mammalia,SPECIES,EXACT,99,ACCEPTED,7261447,true,,
nasua narica,mammal,"Nasua narica (Linnaeus, 1766)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2433531,true,,
nasua nasua,mammal,"Nasua nasua (Linnaeus, 1766)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2433536,true,,
nectarinia cyanolaema,bird,"Nectarinia cyanolaema Jardine & Fraser, 1852",Aves,SPECIES,EXACT,98,SYNONYM,5230021,true,,
neochen jubata,bird,"Neochen jubata (Spix, 1825)",Aves,SPECIES,EXACT,99,ACCEPTED,2498320,true,,
neocossyphus rufus,bird,"Neocossyphus rufus (Fischer & Reichenow, 1884)",Aves,SPECIES,EXACT,99,ACCEPTED,2490831,true,,
neofelis diardi,mammal,"Neofelis diardi (G.Cuvier, 1823)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5787229,true,,
neofelis nebulosa,mammal,"Neofelis nebulosa (Griffith, 1821)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2435079,true,,
neomorphus geoffroyi,bird,"Neomorphus geoffroyi (Temminck, 1820)",Aves,SPECIES,EXACT,99,ACCEPTED,5232020,true,,
neomorphus rufipennis,bird,"Neomorphus rufipennis (G.R.Gray, 1849)",Aves,SPECIES,EXACT,99,ACCEPTED,5232014,true,,
nesocharis capistrata,bird,"Nesocharis capistrata (Hartlaub, 1861)",Aves,SPECIES,EXACT,99,ACCEPTED,5231427,true,,
nesoenas picturata,,"Nesoenas picturatus (Temminck, 1813)",Aves,SPECIES,FUZZY,96,ACCEPTED,5788470,false,,
nesolagus netscheri,mammal,"Nesolagus netscheri (Schlegel, 1880)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2436684,true,,
nesomys audeberti,mammal,"Nesomys audeberti (Jentink, 1879)",Mammalia,SPECIES,EXACT,99,ACCEPTED,4263432,true,,
nesomys sp,,,,,NONE,100,,,false,,
nesotragus moschatus,mammal,"Nesotragus moschatus Von Dueben, 1846",Mammalia,SPECIES,EXACT,98,SYNONYM,5787015,true,,
nightjar,,,,,NONE,100,,,false,,
niltava sumatrana,bird,"Niltava sumatrana Salvadori, 1879",Aves,SPECIES,EXACT,99,ACCEPTED,2492651,true,,
nisaetus nanus,bird,"Nisaetus nanus (Wallace, 1868)",Aves,SPECIES,EXACT,99,ACCEPTED,5788505,true,,
nisaetus nipalensis,bird,"Nisaetus nipalensis Hodgson, 1836",Aves,SPECIES,EXACT,99,ACCEPTED,5788503,true,,
nothocrax urumutum,bird,"Nothocrax urumutum (Spix, 1825)",Aves,SPECIES,EXACT,99,ACCEPTED,2482190,true,,
numida meleagris,bird,"Numida meleagris (Linnaeus, 1758)",Aves,SPECIES,EXACT,99,ACCEPTED,2473341,true,,
nyctanassa violacea,bird,"Nyctanassa violacea (Linnaeus, 1758)",Aves,SPECIES,EXACT,99,ACCEPTED,2480953,true,,
nyctidromus albicollis,bird,"Nyctidromus albicollis (J.F.Gmelin, 1789)",Aves,SPECIES,EXACT,99,ACCEPTED,2496990,true,,
odocoileus virginianus,mammal,"Odocoileus virginianus (Zimmermann, 1780)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2440965,true,,
odontophorus,,,,,NONE,100,,,false,,
odontophorus balliviani,bird,"Odontophorus balliviani Gould, 1846",Aves,SPECIES,EXACT,99,ACCEPTED,5228039,true,,
odontophorus erythrops,bird,"Odontophorus erythrops Gould, 1859",Aves,SPECIES,EXACT,99,ACCEPTED,5228045,true,,
odontophorus gujanensis,bird,"Odontophorus gujanensis (J.F.Gmelin, 1789)",Aves,SPECIES,EXACT,98,ACCEPTED,5228058,true,,
oenomys hypoxanthus,mammal,"Oenomys hypoxanthus (Pucheran, 1855)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2438923,true,,
onenanthe sp,,,,,NONE,100,,,false,,
oreotragus oreotragus,mammal,"Oreotragus oreotragus (Zimmermann, 1783)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2441044,true,,
ortalis guttata,,Animalia,,KINGDOM,HIGHERRANK,97,ACCEPTED,1,false,,
ortalis sp,,,,,NONE,100,,,false,,
ortalis vetula,bird,"Ortalis vetula (Wagler, 1830)",Aves,SPECIES,EXACT,99,ACCEPTED,5229429,true,,
orycteropus afer,mammal,"Orycteropus afer (Pallas, 1766)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5218416,true,,
oryx beisa,mammal,"Oryx beisa (Rüppell, 1835)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5706393,true,,
otocyon megalotis,mammal,"Otocyon megalotis (Desmarest, 1822)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2434349,true,,
otolemur garnettii,mammal,"Otolemur garnettii (Ogilby, 1838)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2436511,true,,
otus spilocephalus,bird,"Otus spilocephalus (Blyth, 1846)",Aves,SPECIES,EXACT,99,ACCEPTED,5232316,true,,
ovis aries,mammal,"Ovis aries Linnaeus, 1758",Mammalia,SPECIES,EXACT,98,ACCEPTED,2441110,true,,
oxylabes madagascariensis,bird,"Oxylabes madagascariensis (Gmelin, 1789)",Aves,SPECIES,EXACT,99,ACCEPTED,2493568,true,,
paguma larvata,mammal,"Paguma larvata (C.E.H.Smith, 1827)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2434654,true,,
paleosuchus sp,,,,,NONE,100,,,false,,
paloma,,,,,NONE,100,,,false,,
pan troglodytes,mammal,"Pan troglodytes (Blumenbach, 1775)",Mammalia,SPECIES,EXACT,98,ACCEPTED,5219534,true,,
panthera leo,mammal,"Panthera leo (Linnaeus, 1758)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5219404,true,,
panthera onca,mammal,"Panthera onca (Linnaeus, 1758)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5219426,true,,
panthera pardus,mammal,"Panthera pardus (Linnaeus, 1758)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5219436,true,,
panthera tigris,mammal,"Panthera tigris (Linnaeus, 1758)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5219416,true,,
papio anubis,mammal,"Papio anubis (Lesson, 1827)",Mammalia,SPECIES,EXACT,97,ACCEPTED,5707341,true,,
papio cynocephalus,mammal,"Papio cynocephalus (Linnaeus, 1766)",Mammalia,SPECIES,EXACT,99,ACCEPTED,7262027,true,,
paradoxurus hermaphroditus,mammal,"Paradoxurus hermaphroditus (Pallas, 1777)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2434708,true,,
paraxerus boehmi,mammal,"Paraxerus boehmi (Reichenow, 1886)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2437347,true,,
paraxerus cepapi,mammal,"Paraxerus cepapi (A.Smith, 1836)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2437354,true,,
paraxerus lucifer,mammal,"Paraxerus lucifer (Thomas, 1897)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2437353,true,,
paraxerus ochraceus,mammal,"Paraxerus ochraceus (Huet, 1880)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2437345,true,,
paraxerus vexillarius,mammal,"Paraxerus vexillarius (Kershaw, 1923)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2437352,true,,
pardofelis marmorata,mammal,"Pardofelis marmorata (Martin, 1837)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2435089,true,,
pardofelis temminckii,mammal,"Pardofelis temminckii (Vigors & Horsfield, 1827)",Mammalia,SPECIES,EXACT,98,SYNONYM,5787233,true,,
pecari tajacu,mammal,"Pecari tajacu (Linnaeus, 1758)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2440995,true,,
penelope jacquacu,bird,"Penelope jacquacu Spix, 1825",Aves,SPECIES,EXACT,99,ACCEPTED,9462558,true,,
penelope purpurascens,bird,"Penelope purpurascens Wagler, 1830",Aves,SPECIES,EXACT,99,ACCEPTED,2482225,true,,
penelope superciliaris,bird,"Penelope superciliaris Temminck, 1815",Aves,SPECIES,EXACT,99,ACCEPTED,2482204,true,,
pernis ptilorhynchus,bird,"Pernis ptilorhynchus (Temminck, 1821)",Aves,SPECIES,EXACT,99,ACCEPTED,5793241,true,,
peromyscus sp,,,,,NONE,100,,,false,,
petrodromus tetradactylus,mammal,"Petrodromus tetradactylus Peters, 1846",Mammalia,SPECIES,EXACT,99,ACCEPTED,2440858,true,,
phacochoerus africanus,mammal,"Phacochoerus africanus (Gmelin, 1788)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2441212,true,,
phaetornis sp,,,,,NONE,100,,,false,,
philander opossum,mammal,"Philander opossum (Linnaeus, 1758)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5219950,true,,
philander oppossum,,"Philander opossum (Linnaeus, 1758)",Mammalia,SPECIES,FUZZY,96,ACCEPTED,5219950,false,,
philantomba monticola,mammal,"Philantomba monticola (Thunberg, 1789)",Mammalia,SPECIES,EXACT,99,ACCEPTED,7261461,true,,
philerodius pileatus,,,,,NONE,100,,,false,,
phyllastrephus apperti,bird,"Phyllastrephus apperti Colston, 1972",Aves,SPECIES,EXACT,98,SYNONYM,2486103,true,,
pilherodius pileatus,bird,"Pilherodius pileatus (Boddaert, 1783)",Aves,SPECIES,EXACT,99,ACCEPTED,2480816,true,,
pipile cumanensis,bird,"Pipile cumanensis (Jacquin, 1784)",Aves,SPECIES,EXACT,99,ACCEPTED,2482310,true,,
pipile pipile,bird,"Pipile pipile (Jacquin, 1784)",Aves,SPECIES,EXACT,99,ACCEPTED,2482300,true,,
pitta cyanea,bird,"Pitta cyanea Blyth, 1843",Aves,SPECIES,EXACT,99,ACCEPTED,2489540,true,,
pitta guajana,bird,"Pitta guajana (Statius Muller, 1776)",Aves,SPECIES,EXACT,99,ACCEPTED,2489514,true,,
pitta schneideri,bird,"Pitta schneideri Hartert, 1909",Aves,SPECIES,EXACT,99,ACCEPTED,2489452,true,,
ploceus alienus,bird,"Ploceus alienus (Sharpe, 1902)",Aves,SPECIES,EXACT,99,ACCEPTED,2494048,true,,
ploceus baglafecht,bird,"Ploceus baglafecht (Daudin, 1802)",Aves,SPECIES,EXACT,99,ACCEPTED,2494061,true,,
poecilogale albinucha,mammal,"Poecilogale albinucha (Gray, 1864)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2433887,true,,
pogonocichla stellata,bird,"Pogonocichla stellata (Vieillot, 1818)",Aves,SPECIES,EXACT,99,ACCEPTED,2492637,true,,
polyplectron bicalcaratum,bird,"Polyplectron bicalcaratum (Linnaeus, 1758)",Aves,SPECIES,EXACT,99,ACCEPTED,2474079,true,,
polyplectron chalcurum,bird,"Polyplectron chalcurum R.Lesson, 1831",Aves,SPECIES,EXACT,99,ACCEPTED,2474084,true,,
pomatorhinus mcclellandi,bird,"Pomatorhinus mcclellandi Godwin-Austen, 1870",Aves,SPECIES,EXACT,99,ACCEPTED,5788963,true,,
potamochoerus larvatus,mammal,"Potamochoerus larvatus (F.Cuvier, 1822)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2441226,true,,
potos flavus,mammal,"Potos flavus (Schreber, 1774)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2433573,true,,
praomys tullbergi,mammal,"Praomys tullbergi (Thomas, 1894)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2438479,true,,
presbytis femoralis,mammal,"Presbytis femoralis (Martin, 1838)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5219562,true,,
presbytis sp,,,,,NONE,100,,,false,,
presbytis thomasi,mammal,"Presbytis thomasi (Collett, 1893)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5219558,true,,
priodontes maximus,mammal,"Priodontes maximus (Kerr, 1792)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5220096,true,,
prionailurus bengalensis,mammal,"Prionailurus bengalensis (Kerr, 1792)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2434903,true,,
prionodon linsang,mammal,"Prionodon linsang (Hardwicke, 1821)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5963050,true,,
prionodon pardicolor,mammal,"Prionodon pardicolor Hodgson, 1842",Mammalia,SPECIES,EXACT,99,ACCEPTED,5963054,true,,
procavia capensis,mammal,"Procavia capensis (Pallas, 1766)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5219598,true,,
procolobus gordonorum,mammal,"Procolobus gordonorum (Matschie, 1900)",Mammalia,SPECIES,EXACT,98,SYNONYM,5786257,true,,
procyon cancrivorus,mammal,Procyon cancrivorus G,Mammalia,SPECIES,EXACT,99,ACCEPTED,9518324,true,,
procyon lotor,mammal,"Procyon lotor (Linnaeus, 1758)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5218786,true,,
proechimys,,,,,NONE,100,,,false,,
proechimys sp,,,,,NONE,100,,,false,,
propithecus candidus,mammal,"Propithecus candidus Grandidier, 1871",Mammalia,SPECIES,EXACT,99,ACCEPTED,5786030,true,,
proteles cristata,mammal,"Proteles cristata (Sparrman, 1783)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2433502,true,,
