scientific_name,category,gbif_scientific_name,gbif_class,rank,match_type,confidence,status,usage_key,trusted,issues,error
protoxerus stangeri,mammal,"Protoxerus stangeri (Waterhouse, 1842)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2437390,true,,
psophia crepitans,bird,"Psophia crepitans Linnaeus, 1758",Aves,SPECIES,EXACT,99,ACCEPTED,2474363,true,,
psophia leucoptera,bird,"Psophia leucoptera Spix, 1825",Aves,SPECIES,EXACT,99,ACCEPTED,2474360,true,,
pternistis hildebrandti,bird,"Pternistis hildebrandti (Cabanis, 1878)",Aves,SPECIES,EXACT,99,ACCEPTED,2473837,true,,
pternistis leucoscepus,bird,"Pternistis leucoscepus (G.R.Gray, 1867)",Aves,SPECIES,EXACT,99,ACCEPTED,2473849,true,,
pteroglossus beauharnaesii,bird,"Pteroglossus beauharnaesii Wagler, 1832",Aves,SPECIES,EXACT,99,ACCEPTED,2478833,true,,
pteronura brasiliensis,mammal,"Pteronura brasiliensis Zimmermann, 1780",Mammalia,SPECIES,EXACT,97,ACCEPTED,2433681,true,,
puma concolor,mammal,"Puma concolor (Linnaeus, 1771)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2435099,true,,
puma yagoroundi,,"Puma yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)",Mammalia,SPECIES,FUZZY,93,ACCEPTED,2435146,false,,
puma yagouaroundi,mammal,"Puma yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2435146,true,,
puma yaguaroundi,,"Puma yagouaroundi (É.Geoffroy Saint-Hilaire, 1803)",Mammalia,SPECIES,FUZZY,95,ACCEPTED,2435146,false,,
quail,,,,,NONE,100,,,false,,
ramphastos tucanus,bird,"Ramphastos tucanus Linnaeus, 1758",Aves,SPECIES,EXACT,99,ACCEPTED,2478774,true,,
rana sp,,"? rana Green, 1832",Trilobita,UNRANKED,EXACT,96,DOUBTFUL,10513374,false,,
raphicerus campestris,mammal,"Raphicerus campestris (Thunberg, 1811)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2441141,true,,
ratoncito,,,,,NONE,100,,,false,,
rattus rattus,mammal,"Rattus rattus (Linnaeus, 1758)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2439270,true,,
rattus tiomanicus sabae,,"Rattus tiomanicus (Miller, 1900)",Mammalia,SPECIES,HIGHERRANK,99,ACCEPTED,2439235,false,,
ratufa bicolor,mammal,"Ratufa bicolor (Sparrman, 1778)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2437566,true,,
reptile,,,,,NONE,100,,,false,,
rhea americana,bird,"Rhea americana (Linnaeus, 1758)",Aves,SPECIES,EXACT,99,ACCEPTED,2495165,true,,
rhizomys sp,,,,,NONE,100,,,false,,
rhizomys sumatrensis,mammal,"Rhizomys sumatrensis (Raffles, 1821)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2438058,true,,
rhynchocyon cirnei,mammal,"Rhynchocyon cirnei Peters, 1847",Mammalia,SPECIES,EXACT,99,ACCEPTED,5220104,true,,
rhynchocyon petersi,mammal,"Rhynchocyon petersi Bocage, 1880",Mammalia,SPECIES,EXACT,99,ACCEPTED,5220100,true,,
rhynchocyon udzungwensis,mammal,"Rhynchocyon udzungwensis Rathbun & Rovero, 2008",Mammalia,SPECIES,EXACT,99,ACCEPTED,5786557,true,,
rollulus rouloul,bird,"Rollulus rouloul (Scopoli, 1786)",Aves,SPECIES,EXACT,99,ACCEPTED,2474113,true,,
rupornis magnirostris,bird,"Rupornis magnirostris (Gmelin, 1788)",Aves,SPECIES,EXACT,99,ACCEPTED,5844398,true,,
rusa unicolor,mammal,"Rusa unicolor (Kerr, 1792)",Mammalia,SPECIES,EXACT,99,ACCEPTED,7261386,true,,
ruwenzorornis johnstoni,bird,"Ruwenzorornis johnstoni (Sharpe, 1901)",Aves,SPECIES,EXACT,99,ACCEPTED,2475217,true,,
sagittarius serpentarius,bird,"Sagittarius serpentarius (J.F.Miller, 1779)",Aves,SPECIES,EXACT,99,ACCEPTED,5229409,true,,
saimiri boliviensis,mammal,"Saimiri boliviensis (I.Geoffroy Saint-Hilaire & de Blainville, 1834)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2436663,true,,
salanoia concolor,mammal,"Salanoia concolor (I.Geoffroy Saint-Hilaire, 1837)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2433527,true,,
sapajus apella,mammal,"Sapajus apella (Linnaeus, 1758)",Mammalia,SPECIES,EXACT,99,ACCEPTED,7477334,true,,
saxicola tectes,bird,"Saxicola tectes (Gmelin, 1789)",Aves,SPECIES,EXACT,99,ACCEPTED,2492525,true,,
sciurus deppei,mammal,"Sciurus deppei Peters, 1863",Mammalia,SPECIES,EXACT,99,ACCEPTED,5219680,true,,
sciurus gramatensis,,"Sciurus granatensis Humboldt, 1811",Mammalia,SPECIES,FUZZY,95,ACCEPTED,5219666,false,,
sciurus ignitus,mammal,"Sciurus ignitus (Gray, 1867)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5219662,true,,
sciurus igniventris,mammal,"Sciurus igniventris Wagner, 1842",Mammalia,SPECIES,EXACT,99,ACCEPTED,5219682,true,,
sciurus sp,,,,,NONE,100,,,false,,
sciurus spadiceus,mammal,"Sciurus spadiceus Olfers, 1818",Mammalia,SPECIES,EXACT,99,ACCEPTED,5219676,true,,
scolopax rusticola,bird,"Scolopax rusticola Linnaeus, 1758",Aves,SPECIES,EXACT,99,ACCEPTED,2481700,true,,
setifer sp,,,,,NONE,100,,,false,,
sheppardia lowei,bird,"Sheppardia lowei (Grant & Mackworth-Praed, 1941)",Aves,SPECIES,EXACT,99,ACCEPTED,2492447,true,,
skink,,,,,NONE,100,,,false,,
small mammal,,,,,NONE,100,,,false,,
snake,,,,,NONE,100,,,false,,
speothos venaticus,mammal,"Speothos venaticus (Lund, 1842)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2434444,true,,
spilogale putorius,mammal,"Spilogale putorius (Linnaeus, 1758)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2434831,true,,
spilornis cheela,bird,"Spilornis cheela (Latham, 1790)",Aves,SPECIES,EXACT,99,ACCEPTED,2480433,true,,
spizaetus ornatus,bird,"Spizaetus ornatus (Daudin, 1800)",Aves,SPECIES,EXACT,99,ACCEPTED,2480679,true,,
start,,,,,NONE,100,,,false,,
stephanoaetus coronatus,bird,"Stephanoaetus coronatus (Linnaeus, 1766)",Aves,SPECIES,EXACT,99,ACCEPTED,2480391,true,,
stigmochelys pardalis,,"Stigmochelys pardalis (Bell, 1828)",Testudines,SPECIES,EXACT,99,ACCEPTED,2441757,true,,
streptopelia capicola,bird,"Streptopelia capicola (Sundevall, 1857)",Aves,SPECIES,EXACT,99,ACCEPTED,2495667,true,,
streptopelia lugens,bird,"Streptopelia lugens (Rüppell, 1837)",Aves,SPECIES,EXACT,99,ACCEPTED,2495699,true,,
streptopelia picturata,bird,"Streptopelia picturata (Temminck, 1813)",Aves,SPECIES,EXACT,98,SYNONYM,2495700,true,,
streptopilia capicola,,"Streptopelia capicola (Sundevall, 1857)",Aves,SPECIES,FUZZY,85,ACCEPTED,2495667,false,,
streptopilia senegalensis,,"Streptopelia senegalensis (Linnaeus, 1766)",Aves,SPECIES,FUZZY,84,SYNONYM,2495659,false,,
strigidae,,,,,NONE,100,,,false,,
struthio camelus,bird,"Struthio camelus Linnaeus, 1758",Aves,SPECIES,EXACT,99,ACCEPTED,2495150,true,,
sucha cabeza amarilla,,,,,NONE,100,,,false,,
suncus murinus,mammal,"Suncus murinus (Linnaeus, 1766)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2435520,true,,
sundasciurus hippurus,mammal,"Sundasciurus hippurus (I.Geoffroy Saint-Hilaire, 1831)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2437473,true,,
sus barbatus,mammal,"Sus barbatus Müller, 1838",Mammalia,SPECIES,EXACT,97,ACCEPTED,2441222,true,,
sus scrofa,mammal,"Sus scrofa Linnaeus, 1758",Mammalia,SPECIES,EXACT,99,ACCEPTED,7705930,true,,
sus sp,,,,,NONE,100,,,false,,
sylvicapra grimmia,mammal,"Sylvicapra grimmia (Linnaeus, 1758)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2441187,true,,
sylvilagus brasiliensis,mammal,"Sylvilagus brasiliensis (Linnaeus, 1758)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2436860,true,,
syncerus caffer,mammal,"Syncerus caffer (Sparrman, 1779)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2441034,true,,
tamandua mexicana,mammal,"Tamandua mexicana (Saussure, 1860)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2436335,true,,
tamandua tetradactyla,mammal,"Tamandua tetradactyla (Linnaeus, 1758)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2436340,true,,
tapirus bairdii,mammal,"Tapirus bairdii (Gill, 1865)",Mammalia,SPECIES,EXACT,98,SYNONYM,2440897,true,,
tapirus indicus,mammal,"Tapirus indicus Desmarest, 1819",Mammalia,SPECIES,EXACT,98,SYNONYM,2440896,true,,
tapirus terrestris,mammal,"Tapirus terrestris (Linnaeus, 1758)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2440898,true,,
tauraco livingstonii,bird,"Tauraco livingstonii (G.R.Gray, 1864)",Aves,SPECIES,EXACT,99,ACCEPTED,2475225,true,,
tayassu pecari,mammal,"Tayassu pecari (Link, 1795)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2440993,true,,
tayassu tajacu,mammal,"Tayassu tajacu (Linnaeus, 1758)",Mammalia,SPECIES,EXACT,98,SYNONYM,2440996,true,,
tenrec,,,,,NONE,100,,,false,,
tenrec ecaudatus,mammal,"Tenrec ecaudatus (Schreber, 1778)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5218435,true,,
terpsiphone mutata,bird,"Terpsiphone mutata (Linnaeus, 1766)",Aves,SPECIES,EXACT,99,ACCEPTED,2486686,true,,
thamnomys venustus,mammal,"Thamnomys venustus Thomas, 1907",Mammalia,SPECIES,EXACT,99,ACCEPTED,2438822,true,,
thryonomys gregorianus,mammal,"Thryonomys gregorianus (Thomas, 1894)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2437635,true,,
thryonomys swinderianus,mammal,"Thryonomys swinderianus (Temminck, 1827)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2437636,true,,
tigrisoma lineatum,bird,"Tigrisoma lineatum (Boddaert, 1783)",Aves,SPECIES,EXACT,99,ACCEPTED,2480869,true,,
tigrisoma mexicanum,bird,"Tigrisoma mexicanum Swainson, 1834",Aves,SPECIES,EXACT,99,ACCEPTED,2480867,true,,
tinamus guttatus,bird,"Tinamus guttatus Pelzeln, 1863",Aves,SPECIES,EXACT,99,ACCEPTED,2477621,true,,
tinamus major,bird,"Tinamus major (J.F.Gmelin, 1789)",Aves,SPECIES,EXACT,99,ACCEPTED,2477630,true,,
tinamus sp,,,,,NONE,100,,,false,,
tinamus tao,bird,"Tinamus tao Temminck, 1815",Aves,SPECIES,EXACT,99,ACCEPTED,2477622,true,,
tockus deckeni,bird,"Tockus deckeni (Cabanis, 1868)",Aves,SPECIES,EXACT,99,ACCEPTED,2475971,true,,
tockus flavirostris,bird,"Tockus flavirostris (Rüppell, 1835)",Aves,SPECIES,EXACT,99,ACCEPTED,2475979,true,,
tolypeutes matacus,mammal,"Tolypeutes matacus (Desmarest, 1804)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2440792,true,,
tragelaphus imberbis,mammal,"Tragelaphus imberbis (Blyth, 1869)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5220177,true,,
tragelaphus oryx,mammal,"Tragelaphus oryx (Pallas, 1766)",Mammalia,SPECIES,EXACT,98,SYNONYM,5787061,true,,
tragelaphus scriptus,mammal,"Tragelaphus scriptus (Pallas, 1766)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5220182,true,,
tragelaphus strepsiceros,mammal,"Tragelaphus strepsiceros (Pallas, 1766)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5220183,true,,
tragulus javanicus,mammal,"Tragulus javanicus (Osbeck, 1765)",Mammalia,SPECIES,EXACT,97,ACCEPTED,5220187,true,,
tragulus kanchil,mammal,"Tragulus kanchil (Raffles, 1821)",Mammalia,SPECIES,EXACT,99,ACCEPTED,7261464,true,,
tragulus napu,mammal,"Tragulus napu (F.Cuvier, 1822)",Mammalia,SPECIES,EXACT,99,ACCEPTED,5220186,true,,
tragulus sp,,,,,NONE,100,,,false,,
tremarctos ornatus,mammal,"Tremarctos ornatus (F.G.Cuvier, 1825)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2433401,true,,
trichys fasciculata,mammal,"Trichys fasciculata (Shaw, 1801)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2439429,true,,
trochalopteron milnei,bird,"Trochalopteron milnei David, 1874",Aves,SPECIES,EXACT,99,ACCEPTED,6101137,true,,
tufted tailed rat,,,,,NONE,100,,,false,,
tupaia belangeri,mammal,"Tupaia belangeri (Wagner, 1841)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2436268,true,,
tupaia glis,mammal,"Tupaia glis (Diard, 1820)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2436271,true,,
tupaia sp,,,,,NONE,100,,,false,,
tupinambis teguixin,,"Tupinambis teguixin (Linnaeus, 1758)",Squamata,SPECIES,EXACT,97,ACCEPTED,2471948,true,,
turdus ignobilis,bird,"Turdus ignobilis P.L.Sclater, 1858",Aves,SPECIES,EXACT,99,ACCEPTED,2490722,true,,
turdus olivaceus,bird,"Turdus olivaceus Linnaeus, 1766",Aves,SPECIES,EXACT,99,ACCEPTED,9363452,true,,
turdus sp,,,,,NONE,100,,,false,,
turdus tephronotus,bird,"Turdus tephronotus Cabanis, 1878",Aves,SPECIES,EXACT,99,ACCEPTED,2490734,true,,
turtur calcospilos,,"Turtur Boddaert, 1783",Aves,GENUS,HIGHERRANK,94,ACCEPTED,5231786,false,,
turtur tympanistria,bird,"Turtur tympanistria (Temminck, 1809)",Aves,SPECIES,EXACT,99,ACCEPTED,5231790,true,,
tyto alba,bird,"Tyto alba (Scopoli, 1769)",Aves,SPECIES,EXACT,99,ACCEPTED,2497921,true,,
unidentifiable,,,,,NONE,100,,,false,,
unidentified,,,,,NONE,100,,,false,,
unknown,,,,,NONE,100,,,false,,
unknown armadillo,,,,,NONE,100,,,false,,
unknown bat,,,,,NONE,100,,,false,,
unknown bird,,,,,NONE,100,,,false,,
unknown butterfly,,,,,NONE,100,,,false,,
unknown caprimulgidae,,,,,NONE,100,,,false,,
unknown cat,,,,,NONE,100,,,false,,
unknown cervid,,,,,NONE,100,,,false,,
unknown civet,,,,,NONE,100,,,false,,
unknown coati,,,,,NONE,100,,,false,,
unknown deer,,,,,NONE,100,,,false,,
unknown dove,,,,,NONE,100,,,false,,
unknown frog,,,,,NONE,100,,,false,,
unknown insect,,,,,NONE,100,,,false,,
unknown lizard,,,,,NONE,100,,,false,,
unknown mammal,,,,,NONE,100,,,false,,
unknown marsupial,,,,,NONE,100,,,false,,
unknown mouse or rat,,,,,NONE,100,,,false,,
unknown opossum,,,,,NONE,100,,,false,,
unknown pig_peccary,,,,,NONE,100,,,false,,
unknown porcupine,,,,,NONE,100,,,false,,
unknown raptor,,,,,NONE,100,,,false,,
unknown rat,,,,,NONE,100,,,false,,
unknown rodent,,,,,NONE,100,,,false,,
unknown shrew,,,,,NONE,100,,,false,,
unknown spider,,,,,NONE,100,,,false,,
unknown squirrel,,,,,NONE,100,,,false,,
unknown turtle,,,,,NONE,100,,,false,,
urocyon cinereoargenteus,mammal,"Urocyon cinereoargenteus (Schreber, 1775)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2434566,true,,
ursus thibetanus,mammal,Ursus thibetanus G,Mammalia,SPECIES,EXACT,97,ACCEPTED,9335699,true,,
vanellus coronatus,bird,"Vanellus coronatus (Boddaert, 1783)",Aves,SPECIES,EXACT,99,ACCEPTED,5229137,true,,
varanus salvator,,"Varanus salvator (Laurenti, 1768)",Squamata,SPECIES,EXACT,99,ACCEPTED,2470685,true,,
varanus sp,,,,,NONE,100,,,false,,
vehicle,,,,,NONE,100,,,false,,
vicugna pacos,mammal,"Vicugna pacos (Linnaeus, 1758)",Mammalia,SPECIES,EXACT,99,ACCEPTED,7515593,true,,
viverra zibetha,mammal,"Viverra zibetha Linnaeus, 1758",Mammalia,SPECIES,EXACT,99,ACCEPTED,5219334,true,,
viverricula indica,mammal,"Viverricula indica (É.Geoffroy Saint-Hilaire, 1803)",Mammalia,SPECIES,EXACT,97,ACCEPTED,2434600,true,,
xenoperdix obscurata,,"Xenoperdix obscuratus Fjeldså & Kiure, 2003",Aves,SPECIES,FUZZY,96,ACCEPTED,5844232,false,,
xenoperdix udzungwensis,bird,"Xenoperdix udzungwensis Dinesen, Lehmberg, Svendsen, Hansen & Fjeldså, 1994",Aves,SPECIES,EXACT,99,ACCEPTED,2474120,true,,
xerus erythropus,mammal,"Xerus erythropus (É.Geoffroy Saint-Hilaire, 1803)",Mammalia,SPECIES,EXACT,99,ACCEPTED,8950740,true,,
xerus rutilis,,"Xerus rutilus (Cretzschmar, 1828)",Mammalia,SPECIES,FUZZY,96,ACCEPTED,2437455,false,,
xerus rutilus,mammal,"Xerus rutilus (Cretzschmar, 1828)",Mammalia,SPECIES,EXACT,99,ACCEPTED,2437455,true,,
zonatrichia capensis,,"Zonotrichia capensis (P.L.S.Müller, 1776)",Aves,SPECIES,FUZZY,85,ACCEPTED,5231103,false,,
zoothera,,,,,NONE,100,,,false,,
zoothera dauma,bird,"Zoothera dauma (Latham, 1790)",Aves,SPECIES,EXACT,99,ACCEPTED,2490890,true,,
zoothera sp,,,,,NONE,100,,,false,,
